uid,i,signo,condicion,metricas_no_recuperadas,articulo_no_identificado,tipo,pmids,motivo_y_siguiente_paso
PMID:42335308:1078,1078,Método de Nixon (percusión esplénica en decúbito lateral derecho),Hepatomegalia y esplenomegalia,sn;lp;ln;vpp;vpn,False,hallazgo,42335308,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:1951414:1079,1079,Matidez del espacio de Traube,Hepatomegalia y esplenomegalia,vpp;vpn,False,hallazgo,1951414,Sin valor predictivo observado recuperado para esta población
PMID:10218296:1080,1080,Matidez en flancos,Ascitis,sp;lp;ln;vpp;vpn,False,hallazgo,10218296,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:8659965:1081,1081,Dolor a la percusión abdominal,Peritonitis en el paciente con dolor abdominal agudo,vpp;vpn,False,hallazgo,8659965,Sin valor predictivo observado recuperado para esta población
PMID:10189538:1082,1082,Insensibilidad al monofilamento de 10 g en la cabeza del primer o quinto metatarsiano,Pie insensible en personas con diabetes,vpp;vpn,False,hallazgo,10189538,Sin valor predictivo observado recuperado para esta población
PMID:22773322:1083,1083,Signo de pinzamiento de Hawkins o de Neer (cualquiera positivo),Dolor de hombro: hallazgos individuales,vpp;vpn,False,hallazgo,22773322,Sin valor predictivo observado recuperado para esta población
PMID:11726486:1084,1084,Regla de Ottawa para pie,Fractura de tobillo y de mediopié,vpp;vpn,False,hallazgo,11726486,Sin valor predictivo observado recuperado para esta población
PMID:25243736:1085,1085,Prueba de compresión de la pantorrilla (prueba de Thompson),Rotura del tendón de Aquiles,vpp;vpn,False,hallazgo,25243736,Sin valor predictivo observado recuperado para esta población
PMID:21156442:1086,1086,Prueba de rodamiento de los dedos índices,Enfermedad hemisférica cerebral unilateral,sp;lp;ln;vpp;vpn,False,hallazgo,21156442,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:15523162:1087,1087,Escala de Siriraj mayor de 1 (sugiere hemorragia),Evento vascular cerebral hemorrágico,vpp;vpn,False,hallazgo,15523162,Sin valor predictivo observado recuperado para esta población
PMID:20920693:1088,1088,Soplo sistólico con patrón esternal inferior izquierdo,Insuficiencia tricuspídea moderada o grave,sn;sp;ln;vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:20920693:1091,1091,Soplo protosistólico,Estenosis aórtica leve o mayor (velocidad pico ≥2.5 m/s),sn;sp;ln;vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:20920693:1092,1092,Soplo de timbre soplante,Estenosis aórtica leve o mayor (velocidad pico ≥2.5 m/s),sn;sp;ln;vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:20920693:1093,1093,Onda CV en el pulso venoso yugular (movimiento sistólico temprano hacia afuera),Insuficiencia tricuspídea moderada o grave,vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población
PMID:20920693:1094,1094,Pulsaciones precordiales en el borde esternal inferior,Insuficiencia tricuspídea moderada o grave,vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población
PMID:20920693:1095,1095,Balanceo ventricular derecho (RV rock),Insuficiencia tricuspídea moderada o grave,vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población
PMID:20920693:1096,1096,Hígado pulsátil,Insuficiencia tricuspídea moderada o grave,sn;sp;ln;vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:6699126:1097,1097,Egofonía,Neumonía,vpp;vpn,False,hallazgo,6699126,Sin valor predictivo observado recuperado para esta población
PMID:15618841:1098,1098,Arañas vasculares (telangiectasias aracniformes),Cirrosis en el paciente con hepatopatía crónica,vpp;vpn,False,hallazgo,15618841,Sin valor predictivo observado recuperado para esta población
PMID:15618841:1099,1099,Ictericia,Cirrosis en el paciente con hepatopatía crónica,vpp;vpn,False,hallazgo,15618841,Sin valor predictivo observado recuperado para esta población
PMID:15618841:1100,1100,Hepatomegalia,Cirrosis en el paciente con hepatopatía crónica,vpp;vpn,False,hallazgo,15618841,Sin valor predictivo observado recuperado para esta población
PMID:15618841:1101,1101,Esplenomegalia,Cirrosis en el paciente con hepatopatía crónica,vpp;vpn,False,hallazgo,15618841,Sin valor predictivo observado recuperado para esta población
PMID:15618841:1102,1102,Ascitis,Cirrosis en el paciente con hepatopatía crónica,vpp;vpn,False,hallazgo,15618841,Sin valor predictivo observado recuperado para esta población
PMID:6412660:1103,1103,Adenopatía supraclavicular,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,sn;sp;lp;ln;vpp;vpn,False,hallazgo,6412660,"Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral; La fuente disponible describe rendimiento de biopsia, no exactitud del signo"
PMID:7249303:1104,1104,Dolor torácico no anginoso,Enfermedad arterial coronaria,sn;sp;lp;ln;vpn,False,hallazgo,7249303,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:8511921:1108,1108,Signo del psoas,Apendicitis aguda en el paciente con dolor abdominal agudo,vpp;vpn,False,hallazgo,8511921,Sin valor predictivo observado recuperado para esta población
PMID:6412660:1110,1110,Adenopatía axilar,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,sn;sp;lp;ln;vpp;vpn,False,hallazgo,6412660,"Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral; La fuente disponible describe rendimiento de biopsia, no exactitud del signo"
PMID:6412660:1111,1111,Adenopatía inguinal,Enfermedad grave (maligna o granulomatosa) en el paciente con linfadenopatía periférica,sn;sp;lp;ln;vpp;vpn,False,hallazgo,6412660,"Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral; La fuente disponible describe rendimiento de biopsia, no exactitud del signo"
PMID:18403664:1112,1112,Líneas B en USG pulmonar,Edema pulmonar cardiogénico / IC,vpp;vpn,False,hallazgo,18403664,Sin valor predictivo observado recuperado para esta población
PMID:39239917:1113,1113,Consolidación en USG pulmonar,Neumonía,vpp;vpn,False,hallazgo,39239917,Sin valor predictivo observado recuperado para esta población
PMID:21868468:1114,1114,Ausencia de deslizamiento pleural en USG,Neumotórax,vpp;vpn,False,hallazgo,21868468,Sin valor predictivo observado recuperado para esta población
PMID:29343170:1115,1115,Colapsabilidad de VCI en USG,Estado de volemia / hipovolemia,vpp;vpn,False,hallazgo,29343170,Sin valor predictivo observado recuperado para esta población
PMID:37838525:1116,1116,"Hallazgos vesiculares en USG (lodo, pared, Murphy US)",Colecistitis aguda / colelitiasis,vpp;vpn,False,hallazgo,37838525,Sin valor predictivo observado recuperado para esta población
PMID:38694948:1117,1117,Hidronefrosis en USG,Uropatía obstructiva / cólico renal,vpp;vpn,False,hallazgo,38694948,Sin valor predictivo observado recuperado para esta población
PMID:32227213:1118,1118,No compresibilidad venosa en USG,Trombosis venosa profunda,vpp;vpn,False,hallazgo,32227213,Sin valor predictivo observado recuperado para esta población
PMID:33893746:1119,1119,Diámetro de vaina del nervio óptico en USG,Hipertensión intracraneal,vpp;vpn,False,hallazgo,33893746,Sin valor predictivo observado recuperado para esta población
PMID:32190853:1120,1120,Desgarro en USG de hombro,Desgarro del manguito rotador,vpp;vpn,False,hallazgo,32190853,Sin valor predictivo observado recuperado para esta población
PMID:37433884:1121,1121,Discontinuidad cortical en USG,Fracturas de huesos largos,vpp;vpn,False,hallazgo,37433884,Sin valor predictivo observado recuperado para esta población
PMID:36130469:1122,1122,Hallazgos en USG apendicular,Apendicitis aguda,vpp;vpn,False,hallazgo,36130469,Sin valor predictivo observado recuperado para esta población
PMID:38261109:1123,1123,Derrame pleural en USG,Derrame pleural,vpp;vpn,False,hallazgo,38261109,Sin valor predictivo observado recuperado para esta población
PMID:41796463:1124,1124,FEVI reducida (<50%) en POCUS asistida por inteligencia artificial,Disfunción sistólica del VI,lp;ln;vpp;vpn,False,hallazgo,41796463,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:36997363:1125,1125,Líquido libre en FAST,Hemoperitoneo en trauma,vpp;vpn,False,hallazgo,36997363,Sin valor predictivo observado recuperado para esta población
PMID:39344280:1126,1126,Diámetro aórtico en USG,Aneurisma de aorta abdominal,vpp;vpn,False,hallazgo,39344280,Sin valor predictivo observado recuperado para esta población
PMID:28073795:1127,1127,Colección en USG de partes blandas,Absceso vs celulitis,vpp;vpn,False,hallazgo,28073795,Sin valor predictivo observado recuperado para esta población
PMID:7884108:1129,1129,Temperatura ≥38.5 °C,Bacteriemia adquirida en la comunidad,vpp;vpn,False,hallazgo,7884108,Sin valor predictivo observado recuperado para esta población
PMID:11834654:1133,1133,Uso de músculos accesorios (escalenos y esternocleidomastoideo) en esclerosis lateral amiotrófica,Enfermedad pulmonar obstructiva crónica,vpp;vpn,False,hallazgo,11834654,Sin valor predictivo observado recuperado para esta población
PMID:18931619:1134,1134,Escala de Wells para tromboembolia pulmonar: 0 a 1 puntos (probabilidad baja),Tromboembolia pulmonar,sn;sp;lp;ln;vpn,False,ordinal,18931619,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:18931619:1135,1135,Escala de Wells para tromboembolia pulmonar: 2 a 6 puntos (probabilidad moderada),Tromboembolia pulmonar,sn;sp;lp;ln;vpn,False,ordinal,18931619,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:16461960:1136,1136,Escala de Ginebra revisada: 4 a 10 puntos (probabilidad moderada),Tromboembolia pulmonar,sn;sp;lp;ln;vpn,False,ordinal,16461960,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:16461960:1137,1137,Escala de Ginebra revisada: 11 puntos o más (probabilidad alta),Tromboembolia pulmonar,sn;sp;lp;ln;vpn,False,ordinal,16461960,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:2774371:1138,1138,Soplo sistólico característico de insuficiencia tricuspídea (para detectar insuficiencia tricuspídea leve o mayor),Soplos y valvulopatías,sp;lp;ln;vpp;vpn,False,hallazgo,2774371,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:2897627:1139,1139,"Soplo sistólico que aumenta con la inspiración (signo de Rivero-Carvallo): detección de soplos derechos, insuficiencia tricuspídea o estenosis pulmonar",Soplos sistólicos y maniobras,sp;lp;ln;vpp;vpn,False,hallazgo,2897627,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:2774371:1140,1140,Soplo protodiastólico de insuficiencia aórtica (detección de insuficiencia leve o mayor),Insuficiencia aórtica,sp;lp;ln;vpp;vpn,False,hallazgo,2774371,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
PMID:12544957:1141,1141,Reflejo bicipital disminuido,Radiculopatía cervical en pacientes con dolor de cuello y brazo,vpn,False,hallazgo,12544957,Sin valor predictivo observado recuperado para esta población
PMID:9607648:1142,1142,Atrofia de la eminencia tenar,Síndrome del túnel del carpo,vpp;vpn,False,hallazgo,9607648,Sin valor predictivo observado recuperado para esta población
PMID:9267967:1143,1143,Signos cerebelosos (atrofia multisistémica),Sospecha de enfermedad de Parkinson,vpp;vpn,False,hallazgo,9267967,Sin valor predictivo observado recuperado para esta población
PMID:9267967:1144,1144,Signos piramidales (atrofia multisistémica),Sospecha de enfermedad de Parkinson,vpp;vpn,False,hallazgo,9267967,Sin valor predictivo observado recuperado para esta población
PMID:38037062:1145,1145,Murphy ultrasonográfico,Colecistitis aguda,vpp;vpn,False,hallazgo,38037062,Sin valor predictivo observado recuperado para esta población
PMID:35523539:1146,1146,Flujo ausente en USG Doppler testicular,Torsión testicular,vpp;vpn,False,hallazgo,35523539,Sin valor predictivo observado recuperado para esta población
PMID:30636351:1147,1147,Desprendimiento de retina en USG ocular,Desprendimiento de retina,vpp;vpn,False,hallazgo,30636351,Sin valor predictivo observado recuperado para esta población
PMID:35749802:1148,1148,Imagen en diana/pseudorriñón en USG,Intususcepción,vpp;vpn,False,hallazgo,35749802,Sin valor predictivo observado recuperado para esta población
PMID:42339785:1149,1149,Discontinuidad cortical de cráneo en USG,Fractura de cráneo pediátrica,vpp;vpn,False,hallazgo,42339785,Sin valor predictivo observado recuperado para esta población
